scrape_date,price,price_per_m2,surface_m2,rooms,floor,max_floor,neighborhood,city,year_built,url
3/18/2026,95454,1193,80,3,1,3,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275256330
3/18/2026,64900,1909,34,1,1,4,Berceni,Sector 4,2019,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-275256322
3/18/2026,65000,1121,58,2,3,4,Semicentral,Satu Mare,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-satu-mare-semicentral-2-camere-275256114
3/18/2026,93900,1841,51,2,0,4,Simion Bărnuțiu,Timișoara,1979,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-simion-barnutiu-mobilat-2-camere-275256202
3/18/2026,450000,4277,105.21,3,3,3,Vitan,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-vitan-3-camere-275256195
3/18/2026,63000,1260,50,2,9,10,Titan,Sector 3,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275256113
3/18/2026,123000,1864,66,3,10,10,Ghencea,Sector 5,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-ghencea-3-camere-275256095
3/18/2026,325000,4779,68,2,1,6,Băneasa,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-2-camere-275256026
3/18/2026,129000,2186,59,2,3,3,Central,Cisnădie,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cisnadie-central-mobilat-2-camere-275255399
3/18/2026,93400,1437,65,2,1,3,Titan,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275255907
3/18/2026,184900,2371,78,4,1,4,Gară,Cluj-Napoca,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gara-4-camere-275255899
3/18/2026,123250,1450,85,3,1,,Titan,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-3-camere-275255898
3/18/2026,93400,1639,57,2,1,3,Titan,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275255896
3/18/2026,429000,4206,102,4,6,8,Nerva Traian,Sector 3,2002,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-nerva-traian-mobilat-4-camere-275255793
3/18/2026,380000,5000,76,3,4,9,Universitate,Ultracentral,1935,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-3-camere-275255764
3/18/2026,129890,2547,51,2,1,5,Pipera,Sector 1,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-275255746
3/18/2026,71800,1710,42,2,5,,Brâncoveanu,Sector 4,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-2-camere-275255741
3/18/2026,149900,2883,52,2,0,4,Mărăști,Cluj-Napoca,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-2-camere-275255728
3/18/2026,179999,3103,58,2,8,8,Decebal,Sector 3,1999,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-decebal-mobilat-2-camere-275255701
3/18/2026,130000,2281,57,2,2,4,Crângași,Sector 6,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-2-camere-275255697
3/18/2026,73500,1885,39,1,4,5,Central,Popești-Leordeni,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-popesti-leordeni-central-mobilata-39mp-275255694
3/18/2026,109900,2113,52,2,0,8,Crângași,Sector 6,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-mobilat-2-camere-275255692
3/18/2026,128900,2578,50,2,10,10,Baba Novac,Sector 3,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-baba-novac-mobilat-2-camere-275255690
3/18/2026,128900,2578,50,2,10,10,Dristor,Sector 3,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-mobilat-2-camere-275255686
3/18/2026,69700,1394,50,2,3,7,Giurgiului,Sector 4,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-giurgiului-2-camere-275255300
3/18/2026,345000,3255,106,2,3,16,Pipera,Sector 1,2009,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-275255685
3/18/2026,85000,2388,35.6,1,2,4,Mogoșoaia,,2022,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mogosoaia-mobilata-356mp-275255651
3/18/2026,56990,2478,23,1,3,,Tei,Sector 2,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-tei-275255596
3/18/2026,199500,3627,55,2,6,9,Băneasa,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-2-camere-275255574
3/18/2026,199500,3627,55,2,6,9,P-ta Presei Libere,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-p-ta-presei-libere-mobilat-2-camere-275255576
3/18/2026,215000,4166,51.61,2,2,10,Aviației,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-mobilat-2-camere-275255554
3/18/2026,220000,1913,115,4,6,8,Răcădău,Brașov,1987,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-racadau-mobilat-4-camere-275255413
3/18/2026,79000,1436,55,2,3,10,Rahova,Sector 5,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-rahova-2-camere-275255296
3/18/2026,67900,1897,35.8,1,4,5,Mamaia-Sat,,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mamaia-sat-275255268
3/18/2026,98000,1960,50,2,1,3,Aeroport,Sibiu,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-aeroport-mobilat-2-camere-275255222
3/18/2026,60000,1017,59,2,2,10,Dărmănești,Piatra-Neamț,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-piatra-neamt-darmanesti-2-camere-275255001
3/18/2026,285000,2850,100,4,7,8,Unirii,Sector 3,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-4-camere-275254772
3/18/2026,584000,4602,126.9,6,0,2,P-ța Victoriei,Ultracentral,1930,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-p-ta-victoriei-mobilat-6-camere-275254867
3/18/2026,160000,2162,74,3,2,8,13 Septembrie,Sector 5,1987,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-13-septembrie-3-camere-275254650
3/18/2026,111999,1806,62,2,3,4,Turnișor,Sibiu,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-turnisor-mobilat-2-camere-275254794
3/18/2026,200000,5000,40,2,0,7,Calea Victoriei,Ultracentral,1961,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-calea-victoriei-2-camere-275254790
3/18/2026,130000,2537,51.25,2,0,3,Dobroești,,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-dobroesti-mobilat-2-camere-275254760
3/18/2026,96000,3000,32,1,1,10,Timpuri Noi,Sector 4,1982,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-timpuri-noi-275254657
3/18/2026,149999,1613,93,4,4,4,Central,Ploiești,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-central-mobilat-4-camere-275254714
3/18/2026,165000,3044,54.2,2,7,10,Mamaia,,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-mobilat-2-camere-275254705
3/18/2026,153000,3255,47,2,2,6,Tractorul,Brașov,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275254354
3/18/2026,87000,1673,52,2,1,10,Dristor,Sector 3,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-2-camere-275254148
3/18/2026,169000,3073,55,2,4,8,Tractorul,Brașov,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275254437
3/18/2026,65000,1857,35,2,2,10,Berceni,Sector 4,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275254232
3/18/2026,135000,1824,74,3,1,3,Sânpetru,,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sanpetru-mobilat-3-camere-275254320
3/18/2026,255000,3269,78,3,1,5,Sisești,Sector 1,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-sisesti-mobilat-3-camere-275253989
3/18/2026,85000,1735,49,1,2,9,Mamaia,,2022,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mamaia-275254281
3/18/2026,138000,1566,88.13,3,11,11,Sud,Popești-Leordeni,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-sud-3-camere-275254273
3/18/2026,91300,1756,52,2,3,3,Buziașului,Timișoara,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-buziasului-2-camere-275254266
3/18/2026,230000,2277,101,2,7,7,Mamaia-Sat,,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-sat-mobilat-2-camere-275254212
3/18/2026,225000,2711,83,3,6,8,Pipera,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-275212637
3/18/2026,74000,2000,37,1,1,4,Drumul Taberei,Sector 6,2007,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-37mp-275254188
3/18/2026,199000,2926,68,3,0,8,Pipera,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-3-camere-275254178
3/18/2026,166998,2463,67.8,3,9,,Dristor,Sector 3,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-3-camere-275254157
3/18/2026,215000,3333,64.5,2,2,4,Ferdinand,Sector 2,2007,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-ferdinand-mobilat-2-camere-275254100
3/18/2026,450000,4455,101,4,8,8,Bună Ziua,Cluj-Napoca,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-buna-ziua-4-camere-275253967
3/18/2026,230000,4423,52,2,3,8,Aviației,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-mobilat-2-camere-275254068
3/18/2026,267000,3560,75,3,3,4,Universitate,Ultracentral,1956,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-3-camere-275253901
3/18/2026,199900,3173,63,3,6,12,Floreasca,Sector 1,1963,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-mobilat-3-camere-275253969
3/18/2026,110000,1447,76,3,4,4,Dacia,Constanța,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-dacia-3-camere-275253887
3/18/2026,129900,2189,59.34,2,9,11,Militari,Sector 6,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-275253749
3/18/2026,125000,2976,42,2,0,8,Parcul Circului,Sector 2,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-parcul-circului-2-camere-275248110
3/18/2026,111000,1708,65,3,4,4,Hipodrom 4,Sibiu,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-hipodrom-4-mobilat-3-camere-275253660
3/18/2026,166500,3265,51,2,3,3,Grozăvești,Sector 6,1956,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-grozavesti-mobilat-2-camere-275253468
3/18/2026,110000,2895,38,1,3,4,Vitan Mall,Sector 3,1990,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-vitan-mall-mobilata-275253517
3/18/2026,261300,2315,112.86,3,4,6,Pipera,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-275253436
3/18/2026,168000,3231,52,2,3,6,Crângași,Sector 6,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-2-camere-275253433
3/18/2026,109990,2500,44,2,4,10,Dristor,Sector 3,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-mobilat-2-camere-275253371
3/18/2026,167000,2062,81,3,5,5,Metalurgiei,Sector 4,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-metalurgiei-3-camere-275253144
3/18/2026,109000,1434,76,2,2,6,Mihai Bravu,Ploiești,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-mihai-bravu-mobilat-2-camere-275253159
3/18/2026,255000,3500,72.86,3,5,8,Mărăști,Cluj-Napoca,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-mobilat-3-camere-275253077
3/18/2026,69000,1150,60,3,4,4,Central,Botoșani,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-botosani-central-3-camere-275252952
3/18/2026,250000,4310,58,2,5,18,Barbu Văcărescu,Sector 2,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-barbu-vacarescu-2-camere-275252993
3/18/2026,86900,1406,61.8,2,2,4,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275233999
3/18/2026,184000,2706,68,3,1,9,Moșilor,Sector 2,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-mosilor-mobilat-3-camere-275250902
3/18/2026,216200,2485,87,4,6,,Bucureștii Noi,Sector 1,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-bucurestii-noi-4-camere-275250943
3/18/2026,357999,3060,117,3,1,5,Iancu Nicolae,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-mobilat-3-camere-275252649
3/18/2026,162000,1800,90,3,7,7,Vitan-Bârzești,Sector 4,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-vitan-barzesti-mobilat-3-camere-275252642
3/18/2026,140000,2000,70,3,8,10,Central,Ultracentral,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-central-3-camere-275252646
3/18/2026,123000,2158,57,2,0,,Berceni,Sector 4,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275252611
3/18/2026,105000,2692,39,1,5,10,Dristor,Sector 3,2015,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-dristor-39mp-275252437
3/18/2026,155000,2981,52,2,0,3,Tomis Plus,Constanța,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-tomis-plus-mobilat-2-camere-275251964
3/18/2026,106000,2409,44,2,1,7,Gara de Nord,Sector 1,1963,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-gara-de-nord-mobilat-2-camere-275252151
3/18/2026,138000,2969,46.48,2,0,8,Tineretului,Sector 4,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-tineretului-mobilat-2-camere-275252186
3/18/2026,139000,3390,41,2,1,4,Grigorescu,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-grigorescu-mobilat-2-camere-275252184
3/18/2026,219000,2959,74,3,3,5,Băneasa,Sector 1,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-3-camere-275252045
3/18/2026,59500,1167,51,2,3,4,Micro 16,Galați,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-galati-micro-16-2-camere-275251379
3/18/2026,155000,1987,78,3,4,10,Crângași,Sector 6,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-3-camere-275251906
3/18/2026,181000,2034,89,3,2,2,Industrial Vest,Sibiu,2025,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-sibiu-industrial-vest-mobilat-3-camere-275251857
3/18/2026,339000,4036,84,3,1,5,Iancu Nicolae,Sector 1,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-mobilat-3-camere-275251117
3/18/2026,129000,1988,64.88,3,1,6,Cișmigiu,Ultracentral,1935,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-cismigiu-mobilat-3-camere-275251753
3/18/2026,67500,1227,55,3,4,4,Micro 17,Galați,1985,https://www.imobiliare.ro/oferta/apartament-de-vanzare-galati-micro-17-mobilat-3-camere-275251369
3/18/2026,89500,1790,50,2,3,4,Trocadero,Constanța,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-trocadero-2-camere-275251462
3/18/2026,65000,2708,24,1,1,4,Turnișor,Sibiu,2008,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sibiu-turnisor-mobilata-275251389
3/18/2026,90900,1557,58.4,1,0,4,Florești,,2008,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-floresti-mobilata-275251351
3/18/2026,110500,1454,76,3,0,4,Gemenii,Brașov,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-gemenii-mobilat-3-camere-275251185
3/18/2026,160000,2759,58,3,10,11,Lipovei,Timișoara,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-lipovei-mobilat-3-camere-275251268
3/18/2026,77900,2164,36,2,2,4,Rogerius,Oradea,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-oradea-rogerius-2-camere-275251259
3/18/2026,150000,2875,52.17,2,10,10,Ștefan cel Mare,Sector 2,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-stefan-cel-mare-2-camere-275251112
3/18/2026,116990,1720,68,3,3,10,1 Decembrie 1918,Sector 3,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-1-decembrie-1918-mobilat-3-camere-275251098
3/18/2026,140000,2692,52,2,2,,Iancului,Sector 2,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-iancului-2-camere-275250938
3/18/2026,195000,3372,57.83,2,0,1,Centrul Istoric,Brașov,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-centrul-istoric-2-camere-275250360
3/18/2026,145000,2736,53,2,8,10,Cotroceni,Sector 5,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-cotroceni-2-camere-275250999
3/18/2026,117000,2313,50.59,2,8,10,Dristor,Sector 3,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-2-camere-275250771
3/18/2026,94990,1792,53,2,2,4,Metalurgiei,Sector 4,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-metalurgiei-2-camere-274921773
3/18/2026,188500,3625,52,2,10,11,Politehnica,Sector 6,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-politehnica-mobilat-2-camere-275250682
3/18/2026,168000,3231,52,2,3,6,Crângași,Sector 6,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-mobilat-2-camere-275250256
3/18/2026,249000,3662,68,2,3,4,Universitate,Ultracentral,1957,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-mobilat-2-camere-275250613
3/18/2026,78800,1545,51,2,0,8,Metalurgiei,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-metalurgiei-2-camere-275250343
3/18/2026,60825,1484,41,1,1,6,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-275250322
3/18/2026,100000,1235,81,3,6,8,Calea Romanului,Piatra-Neamț,1999,https://www.imobiliare.ro/oferta/apartament-de-vanzare-piatra-neamt-calea-romanului-3-camere-275250040
3/18/2026,95000,1792,53,2,2,3,1 Mai,Sector 1,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-1-mai-2-camere-275250149
3/18/2026,96500,1969,49,2,2,3,Giroc,,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-giroc-2-camere-275250117
3/18/2026,95000,1792,53,2,2,3,Jiului,Sector 1,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-jiului-2-camere-275250067
3/18/2026,115000,1885,61,2,8,9,Basarabia,Sector 3,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-basarabia-mobilat-2-camere-275249921
3/18/2026,83000,1729,48,2,4,7,Eroii Revoluției,Sector 4,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-eroii-revolutiei-2-camere-275249801
3/18/2026,85000,1735,49,2,9,10,Teiul Doamnei,Sector 2,1971,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-teiul-doamnei-mobilat-2-camere-275249885
3/18/2026,115000,1563,73.57,3,1,3,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275249800
3/18/2026,359000,2426,148,4,5,,Floreasca,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-4-camere-275249714
3/18/2026,128500,2425,53,2,11,11,Theodor Pallady,Sector 3,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275249711
3/18/2026,169000,2704,62.5,2,1,,Pipera,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-275249706
3/18/2026,87990,1725,51,2,5,6,Berceni,Sector 4,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275249698
3/18/2026,38500,1242,31,2,1,4,Milcov,Bacău,1979,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bacau-milcov-2-camere-275249659
3/18/2026,84000,2400,35,2,7,,Bragadiru,,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bragadiru-mobilat-2-camere-275249430
3/18/2026,84000,1424,59,3,3,4,Ultracentral,Ploiești,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-ultracentral-mobilat-3-camere-275249349
3/18/2026,83300,2331,35.73,2,0,10,Brâncoveanu,Sector 4,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-2-camere-275248899
3/18/2026,92000,1957,47,2,4,7,Grivița,Sector 1,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-grivita-mobilat-2-camere-275247975
3/18/2026,115000,1983,58,3,0,4,Podu Roș,Iași,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-podu-ros-3-camere-275249227
3/18/2026,106999,2140,50,2,7,10,Drumul Taberei,Sector 6,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275249031
3/18/2026,173000,2471,70,3,2,4,Central,Sibiu,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-central-mobilat-3-camere-275249018
3/18/2026,121999,2064,59.1,4,7,10,Drumul Taberei,Sector 6,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-4-camere-275248929
3/18/2026,460000,5173,88.93,3,6,12,Floreasca,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-275248832
3/18/2026,124900,2549,49,2,7,10,Lujerului,Sector 6,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-2-camere-275248755
3/18/2026,118000,1815,65,3,3,4,Drumul Taberei,Sector 6,1973,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275248492
3/18/2026,139900,2293,61,3,3,10,Iancului,Sector 2,1964,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-iancului-mobilat-3-camere-275248671
3/18/2026,260000,2080,125,4,0,11,Mărăști,Cluj-Napoca,1988,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-4-camere-275248327
3/18/2026,119900,2262,53,2,2,2,Dumbrăvița,,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-dumbravita-mobilat-2-camere-275248594
3/18/2026,189000,2305,82,4,1,4,Dristor,Sector 3,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-4-camere-275248524
3/18/2026,94500,1890,50,2,10,,Drumul Taberei,Sector 6,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275248503
3/18/2026,100000,1923,52,2,7,10,Drumul Taberei,Sector 6,1973,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275248122
3/18/2026,69700,1394,50,2,1,3,Prelungirea Ferentari,Sector 5,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-prelungirea-ferentari-2-camere-275248181
3/18/2026,134990,2077,65,3,2,4,Lipovei,Timișoara,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-lipovei-mobilat-3-camere-275248048
3/18/2026,215000,2293,93.77,3,11,11,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-sector-3-theodor-pallady-3-camere-275247754
3/18/2026,198000,2200,90,4,4,4,Doamna Ghica,Sector 2,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-doamna-ghica-mobilat-4-camere-275247673
3/18/2026,178500,2151,83,4,-1,4,Băneasa,Sector 1,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-4-camere-275247688
3/18/2026,127900,2508,51,2,4,12,Mănăștur,Cluj-Napoca,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-manastur-mobilat-2-camere-275247282
3/18/2026,128900,1401,92,3,3,4,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275247241
3/18/2026,80992,1486,54.51,2,2,3,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275247238
3/18/2026,87000,1342,64.84,2,2,,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275247232
3/18/2026,95455,1200,79.55,3,1,3,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275247229
3/18/2026,389800,2531,154,5,0,5,Băneasa,Sector 1,2009,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-5-camere-275247147
3/18/2026,135000,1929,70,3,4,10,Dristor,Sector 3,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-mobilat-3-camere-275247050
3/18/2026,539000,3411,158,3,6,6,Băneasa,Sector 1,2009,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-3-camere-275247104
3/18/2026,138831,3076,45.13,2,4,8,Cișmigiu,Ultracentral,1961,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-cismigiu-mobilat-2-camere-275246987
3/18/2026,40000,1818,22,1,3,4,Lazaret,Sibiu,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sibiu-lazaret-mobilata-275246920
3/18/2026,130000,2321,56,2,6,8,13 Septembrie,Sector 5,1987,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-13-septembrie-mobilat-2-camere-275246833
