scrape_date,price,price_per_m2,surface_m2,rooms,floor,max_floor,neighborhood,city,year_built,url
4/9/2026,79999,1127,71,3,1,10,Pantelimon,Sector 2,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-pantelimon-mobilat-3-camere-275405114
4/9/2026,277000,3693,75,3,2,7,Unirii,Sector 3,1996,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-mobilat-3-camere-275404827
4/9/2026,137000,2210,62,4,6,10,Timișoara,Sector 6,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-timisoara-mobilat-4-camere-275404820
4/9/2026,98500,1894,52,2,2,4,Dobroești,,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-dobroesti-2-camere-275404813
4/9/2026,67000,2393,28,1,1,10,Pantelimon,Sector 2,1975,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-28mp-275404406
4/9/2026,70999,2630,27,1,8,10,Titan,Sector 3,1967,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-titan-mobilata-27mp-275404399
4/9/2026,65000,2364,27.49,1,4,10,Titan,Sector 3,1978,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-titan-mobilata-2749mp-275404376
4/9/2026,72000,2250,32,1,3,,Giroc,,2022,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-giroc-32mp-275403906
4/9/2026,340000,4198,81,2,2,5,Șoseaua Nordului,Sector 1,2006,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-soseaua-nordului-mobilat-2-camere-275404278
4/9/2026,699000,4435,157.6,4,5,5,Grigorescu,Cluj-Napoca,2018,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-cluj-napoca-grigorescu-mobilat-4-camere-275404160
4/9/2026,60000,1875,32,1,10,10,Theodor Pallady,Sector 3,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-mobilata-32mp-275403471
4/9/2026,89000,2452,36.3,1,1,8,Berceni,Sector 4,1986,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-363mp-275403466
4/9/2026,82000,1822,45,2,1,3,Giroc,,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-giroc-mobilat-2-camere-275401827
4/9/2026,45500,1379,33,1,5,5,Dudu,,2020,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-dudu-mobilata-33mp-275401578
4/9/2026,59500,2479,24,1,3,8,Fizicienilor,Sector 3,1983,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-fizicienilor-mobilata-24mp-275401528
4/9/2026,99000,2475,40,1,0,2,Cișmigiu,Ultracentral,1940,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-ultracentral-cismigiu-40mp-275401431
4/9/2026,37500,1500,25,1,4,4,Confecții,Arad,1979,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-arad-confectii-mobilata-25mp-275401393
4/9/2026,157500,3536,44.54,2,2,3,Mănăștur,Cluj-Napoca,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-manastur-mobilat-2-camere-275401364
4/9/2026,81000,1446,56,3,3,4,Dâmbovița,Timișoara,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-dambovita-mobilat-3-camere-275401358
4/9/2026,89000,2336,38.1,1,1,7,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-381mp-275401267
4/9/2026,1950001,9735,200.3,4,24,25,Floreasca,Sector 1,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-mobilat-4-camere-275400972
4/9/2026,78000,1950,40,1,0,2,Unirii,Târgu Mureș,2020,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-targu-mures-unirii-mobilata-40mp-275310439
4/9/2026,175000,1966,89,4,6,10,Olteniței,Sector 4,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-oltenitei-4-camere-275400709
4/9/2026,166270,3056,54.4,1,0,3,Pipera,Sector 1,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-1-pipera-544mp-275400612
4/9/2026,130000,2241,58,2,1,6,Central,Popești-Leordeni,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-central-2-camere-275400553
4/9/2026,114500,2436,47,1,1,7,Tractorul,Brașov,2010,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-brasov-tractorul-47mp-275400289
4/9/2026,57596,1632,35.3,1,2,4,Vișani,Iași,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-visani-353mp-275400023
4/9/2026,80000,2105,38,1,1,5,Metalurgiei,Sector 4,2022,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-metalurgiei-mobilata-38mp-275399898
4/9/2026,99000,2020,49,2,1,7,Basarab,Ultracentral,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-basarab-2-camere-275399772
4/9/2026,127000,3024,42,1,11,11,Grozăvești,Sector 6,2023,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-grozavesti-mobilata-42mp-275399621
4/9/2026,115900,3409,34,1,5,7,Iancu Nicolae,Sector 1,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-1-iancu-nicolae-mobilata-34mp-275399357
4/9/2026,67000,1340,50,1,4,4,Bucium,Iași,2015,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-bucium-50mp-275399291
4/9/2026,39500,2324,17,1,4,,Lipovei,Timișoara,1979,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-lipovei-17mp-275399224
4/9/2026,45000,1250,36,2,0,4,Sălaj,Sector 5,1971,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-salaj-2-camere-275398759
4/9/2026,61000,1649,37,1,0,5,Giurgiului,Sector 4,2014,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-giurgiului-mobilata-37mp-275398548
4/9/2026,119000,2587,46,2,6,10,Titan,Sector 3,1968,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-2-camere-275398262
4/9/2026,89000,2225,40,1,1,4,Virtuții,Sector 6,1988,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-virtutii-40mp-275398190
4/9/2026,82000,1608,51,2,0,4,CET,Constanța,1981,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-cet-2-camere-275398088
4/9/2026,79000,1162,68,3,4,4,I. C. Frimu,Galați,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-galati-i-c-frimu-mobilat-3-camere-275397666
4/9/2026,304950,3627,84.08,3,1,9,Cotroceni,Sector 5,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-cotroceni-3-camere-275397377
4/9/2026,93000,2325,40,1,5,8,Unirii,Sector 3,1991,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-unirii-40mp-275397056
4/9/2026,104000,2667,39,1,8,8,Unirii,Sector 3,1991,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-unirii-39mp-275396891
4/9/2026,83500,1670,50,2,8,8,Berceni,Sector 4,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275396740
4/9/2026,250000,2381,105,3,,,Pipera,Sector 1,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-275396735
4/9/2026,139000,3808,36.5,1,1,12,13 Septembrie,Sector 5,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-5-13-septembrie-365mp-275396694
4/9/2026,107500,1706,63,3,3,4,Berceni,Sector 4,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-3-camere-275396569
4/9/2026,86500,2790,31,1,4,10,Lujerului,Sector 6,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-lujerului-mobilata-31mp-275396307
4/9/2026,42000,16800,2.5,1,4,4,Războieni,Pitești,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-pitesti-razboieni-mobilata-2500mp-275396329
4/9/2026,88000,2378,37,2,4,5,Universitate,Ultracentral,1960,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-mobilat-2-camere-275396194
4/9/2026,151500,2658,57,2,2,4,Crângași,Sector 6,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-2-camere-275396213
4/9/2026,95000,2350,40.42,1,2,9,Central,Ultracentral,1975,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-ultracentral-central-mobilata-4042mp-275396210
4/9/2026,57000,2280,25,1,8,9,Universitate,Ultracentral,1940,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-ultracentral-universitate-mobilata-25mp-275396209
4/9/2026,94999,1759,54,2,7,10,Drumul Taberei,Sector 6,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275396144
4/9/2026,75000,2143,35,1,0,4,Berceni,Sector 4,2014,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-35mp-275395712
4/9/2026,94900,1909,49.7,2,1,,Sud,Popești-Leordeni,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-sud-mobilat-2-camere-275395393
4/9/2026,84900,1887,45,2,2,3,Braytim,Timișoara,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-braytim-mobilat-2-camere-275346650
4/9/2026,37000,1682,22,1,4,4,Buziașului,Timișoara,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-buziasului-mobilata-22mp-275351983
4/9/2026,105900,3209,33,1,6,10,Drumul Taberei,Sector 6,2021,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-33mp-275394857
4/9/2026,91450,1524,60,2,8,10,Giurgiului,Sector 4,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-giurgiului-2-camere-275394071
4/9/2026,44900,1871,24,1,0,8,Chiajna,,2023,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-chiajna-24mp-275393084
4/9/2026,175900,2199,80,4,1,4,Aradului,Timișoara,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-aradului-mobilat-4-camere-275393191
4/9/2026,82000,2412,34,2,6,6,Romană,Ultracentral,1938,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-romana-2-camere-275393217
4/9/2026,72500,1959,37,1,1,5,Popești-Leordeni,,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-popesti-leordeni-37mp-275393108
4/9/2026,84000,1292,65,3,1,4,Simeria,Sfântu Gheorghe,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sfantu-gheorghe-simeria-3-camere-275393070
4/9/2026,125000,3472,36,1,0,11,Lujerului,Sector 6,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-lujerului-mobilata-36mp-275392717
4/9/2026,140000,2800,50,2,8,10,Tineretului,Sector 4,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-tineretului-mobilat-2-camere-275392437
4/9/2026,45400,1621,28,1,2,2,Est,Bragadiru,2022,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-bragadiru-est-mobilata-28mp-275392433
4/9/2026,74500,2129,35,1,6,9,Nord,Mamaia,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mamaia-nord-35mp-275392312
4/9/2026,96999,1980,49,2,8,10,Drumul Taberei,Sector 6,1971,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275392366
4/9/2026,73800,2019,36.55,1,2,7,Central,Popești-Leordeni,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-popesti-leordeni-central-3655mp-275392317
4/9/2026,119000,2288,52,2,2,2,Dumbrăvița,,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-dumbravita-2-camere-275392214
4/9/2026,82500,1557,53,2,3,4,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-275392088
4/9/2026,77000,1894,40.65,1,2,6,Brâncoveanu,Sector 4,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-4065mp-275392034
4/9/2026,71600,1935,37,1,1,,Central,Popești-Leordeni,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-popesti-leordeni-central-37mp-275392027
4/9/2026,90000,1525,59,2,3,4,Nord,Mamaia-Sat,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-sat-nord-mobilat-2-camere-275385341
4/9/2026,95000,1667,57,2,2,10,Titan,Sector 3,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-2-camere-275391949
4/9/2026,72999,1587,46,2,1,4,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-275383045
4/9/2026,69990,2592,27,1,0,3,Dumbrăvița,,2014,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-dumbravita-27mp-275391815
4/9/2026,164900,2537,65,3,10,10,Păcurari,Iași,2018,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-iasi-pacurari-3-camere-275391712
4/9/2026,23900,2025,11.8,1,0,4,Complex Studențesc,Timișoara,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-complex-studentesc-118mp-275391427
4/9/2026,58000,1812,32,1,1,6,Brâncoveanu,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-32mp-275391202
4/9/2026,99000,1800,55,2,0,3,Giroc,,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-giroc-mobilat-2-camere-275391094
4/9/2026,69990,2187,32,1,7,9,Veteranilor,Sector 6,1970,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-veteranilor-32mp-275391004
4/9/2026,78000,2229,35,1,0,10,Metalurgiei,Sector 4,1975,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-metalurgiei-35mp-275390943
4/9/2026,260000,5200,50,2,9,10,Barbu Văcărescu,Sector 2,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-barbu-vacarescu-2-camere-275390778
4/9/2026,70000,2500,28,1,3,4,Tei,Sector 2,1982,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-tei-mobilata-28mp-275390764
4/9/2026,55000,1719,32,1,0,2,Cug,Iași,2021,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-cug-mobilata-32mp-275385732
4/9/2026,130000,2249,57.8,2,1,,Central,Popești-Leordeni,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-central-2-camere-275390434
4/9/2026,67500,1985,34,1,1,9,Sălăjan,Sector 3,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-salajan-mobilata-34mp-275390433
4/9/2026,65000,1504,43.22,1,3,3,Drumul Taberei,Sector 6,2012,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-4322mp-275390213
4/9/2026,89000,2119,42,1,5,8,Vitan,Sector 3,1988,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-vitan-42mp-275390006
4/9/2026,155000,2981,52,2,7,10,Mănăștur,Cluj-Napoca,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-manastur-2-camere-275389988
4/9/2026,88000,2933,30,1,11,11,Theodor Pallady,Sector 3,2021,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-mobilata-30mp-275389670
4/9/2026,137900,1970,70,3,3,10,Drumul Taberei,Sector 6,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-3-camere-275389513
4/9/2026,89000,1483,60,4,1,10,Drumul Taberei,Sector 6,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-4-camere-275389458
4/9/2026,53990,2347,23,1,4,10,Tei,Sector 2,1975,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-tei-23mp-275389381
4/9/2026,124800,2600,48,2,-1,3,Tractorul,Brașov,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275389056
4/9/2026,73490,2450,30,1,7,9,Dristor,Sector 3,1984,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-dristor-30mp-275389043
4/9/2026,92000,1614,57,2,3,3,Braytim,Timișoara,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-braytim-mobilat-2-camere-275388856
4/9/2026,260000,3881,67,2,3,9,Floreasca,Sector 1,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-mobilat-2-camere-275388811
4/9/2026,92500,2670,34.65,1,5,5,P-ța Gorjului,Sector 6,2011,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-p-ta-gorjului-mobilata-3465mp-275388795
4/9/2026,97000,2046,47.42,2,3,4,Sud,Popești-Leordeni,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-sud-mobilat-2-camere-275388449
4/9/2026,126000,3500,36,1,7,10,Mărăști,Cluj-Napoca,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-marasti-mobilata-36mp-275387912
4/9/2026,65000,2070,31.4,1,10,10,Militari,Sector 6,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-314mp-275387847
4/9/2026,165000,1833,90,3,2,2,Unirii,Sector 3,1920,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-3-camere-275387525
4/9/2026,125000,2446,51.1,2,1,10,Gorjului,Sector 6,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-gorjului-2-camere-275387377
4/9/2026,164900,4122,40,1,5,6,Zorilor,Cluj-Napoca,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-zorilor-mobilata-40mp-275387106
4/9/2026,78000,1130,69,3,7,8,Giulești,Sector 6,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-giulesti-mobilat-3-camere-275386895
4/9/2026,115000,1742,66,3,2,8,Titan,Sector 3,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-3-camere-275385910
4/9/2026,48000,2000,24,1,1,4,Terezian,Sibiu,1990,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sibiu-terezian-24mp-275385856
4/9/2026,97999,2333,42,1,1,8,Timpuri Noi,Sector 4,1990,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-timpuri-noi-42mp-275385243
4/9/2026,79900,2159,37,1,3,7,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-mobilata-37mp-275385159
4/9/2026,30990,2066,15,1,0,4,Olteniței,Sector 4,1970,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-oltenitei-mobilata-15mp-275385187
4/9/2026,82000,1585,51.75,2,9,10,1 Decembrie 1918,Sector 3,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-1-decembrie-1918-mobilat-2-camere-275384856
4/9/2026,135000,2288,59,2,3,3,Brâncoveanu,Sector 4,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-mobilat-2-camere-275377502
4/9/2026,180000,3750,48,2,3,4,Pipera,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-275383880
4/9/2026,81000,2132,38,2,0,4,Tractorul,Brașov,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275383250
4/9/2026,132900,2014,66,3,5,5,Central,Popești-Leordeni,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-central-mobilat-3-camere-275383523
4/9/2026,381000,3632,104.9,4,0,3,P-ța Unirii,Sector 3,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-p-ta-unirii-4-camere-275383230
4/9/2026,49500,1768,28,1,1,4,Militari,Sector 6,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-28mp-275382856
4/9/2026,200000,4000,50,2,0,1,Andrei Mureșanu,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-andrei-muresanu-2-camere-275382983
4/9/2026,199000,3317,60,2,1,,Bună Ziua,Cluj-Napoca,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-buna-ziua-mobilat-2-camere-275382790
4/9/2026,429000,2732,157,3,11,11,P-ta Presei Libere,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-p-ta-presei-libere-mobilat-3-camere-275382614
4/9/2026,66500,1576,42.2,3,4,4,Tomis Nord,Constanța,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-tomis-nord-3-camere-275382510
4/9/2026,64900,2028,32,1,4,10,Titan,Sector 3,1978,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-titan-32mp-275382028
4/9/2026,77900,1920,40.57,1,5,11,Mamaia-Sat,,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mamaia-sat-4057mp-275381178
4/9/2026,83000,1930,43,1,0,8,Militari,Sector 6,1986,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-mobilata-43mp-275381171
4/9/2026,79900,2028,39.4,1,4,11,Mamaia-Sat,,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-mamaia-sat-394mp-275381135
4/9/2026,83000,1930,43,1,0,8,Lujerului,Sector 6,1986,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-lujerului-mobilata-43mp-275381125
4/9/2026,75000,2027,37,1,6,6,Central,Popești-Leordeni,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-popesti-leordeni-central-mobilata-37mp-275380760
4/9/2026,250000,3731,67,3,6,8,Decebal,Sector 3,2009,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-decebal-3-camere-275380723
4/9/2026,61980,1291,48,2,3,4,Ferentari,Sector 5,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-ferentari-mobilat-2-camere-275380662
4/9/2026,110000,1746,63,2,2,4,Boreal,Constanța,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-boreal-2-camere-275380523
4/9/2026,83000,2075,40,2,6,6,Gara de Nord,Sector 1,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-gara-de-nord-2-camere-275379939
4/9/2026,67999,2125,32,1,0,10,Brâncoveanu,Sector 4,1979,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-32mp-275379892
4/9/2026,65000,1413,46,2,-1,3,Polonă,Sector 1,1936,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-polona-2-camere-275379397
4/9/2026,89000,3423,26,1,1,4,Complex Studențesc,Timișoara,1970,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-complex-studentesc-26mp-275379416
4/9/2026,62000,1771,35,1,5,5,Buziașului,Timișoara,2012,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-buziasului-35mp-275375071
4/9/2026,99500,1531,65,2,1,2,Ultracentral,Arad,1900,https://www.imobiliare.ro/oferta/apartament-de-vanzare-arad-ultracentral-2-camere-275378512
4/9/2026,76000,1310,58,2,3,4,3 Insule,Arad,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-arad-3-insule-2-camere-275378471
4/9/2026,67000,1155,58,2,2,4,Romanilor,Arad,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-arad-romanilor-2-camere-275378452
4/9/2026,63500,1868,34,1,1,4,Brâncoveanu,Sector 4,2019,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-34mp-275378211
4/9/2026,85000,3400,25,1,0,,Centrul Istoric,Brașov,1960,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-brasov-centrul-istoric-mobilata-25mp-275378081
4/9/2026,239000,3855,62,2,9,10,Mărăști,Cluj-Napoca,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-mobilat-2-camere-275377971
4/9/2026,263000,3169,83,3,4,8,P-ța Alba Iulia,Sector 3,1994,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-p-ta-alba-iulia-3-camere-275377776
4/9/2026,263000,3169,83,3,4,8,Decebal,Sector 3,1994,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-decebal-3-camere-275377763
4/9/2026,129999,2453,53,2,7,10,Tractorul,Brașov,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275377479
4/9/2026,200000,4000,50,2,0,5,Nord,Mamaia,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-nord-mobilat-2-camere-275377176
4/9/2026,59000,2107,28,1,-1,3,Zorilor,Cluj-Napoca,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-zorilor-mobilata-28mp-275377100
4/9/2026,75000,1829,41,1,2,5,Drumul Taberei,Sector 6,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-41mp-275376900
4/9/2026,178900,3621,49.41,2,3,11,Grozăvești,Sector 6,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-grozavesti-mobilat-2-camere-275376891
4/9/2026,127000,2016,63,3,4,5,Central,Ghimbav,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ghimbav-central-mobilat-3-camere-275376646
4/9/2026,106950,1573,68,2,4,5,Păcurari,Iași,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-pacurari-mobilat-2-camere-275376619
4/9/2026,39000,1857,21,1,4,4,Lipovei,Timișoara,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-lipovei-21mp-275376584
4/9/2026,94999,2436,39,2,0,4,Chinteni,,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-chinteni-mobilat-2-camere-275375840
4/9/2026,95000,3167,30,1,0,2,Central,Iași,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-central-30mp-275375104
4/9/2026,84000,2000,42,1,1,6,Tractorul,Brașov,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-brasov-tractorul-42mp-275374897
4/9/2026,64000,2133,30,1,2,8,Lujerului,Sector 6,1978,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-lujerului-30mp-275374534
4/9/2026,104000,2080,50,2,2,4,Titan,Sector 3,1973,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275374144
4/9/2026,37500,1339,28,1,0,4,Micălaca,Arad,1985,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-arad-micalaca-mobilata-28mp-275374143
4/9/2026,114000,2073,55,2,6,8,Drumul Taberei,Sector 6,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275373915
